,TEAM_ID,SEASON,REL_BENCH_PTS,REL_OFF_RTG,REL_W_PCT
0,1610612737,2010-11,-0.015223639464965239,-0.4040779543727223,0.23423351906931467
1,1610612738,2010-11,-0.850602877175501,-0.15283777548813082,1.1585063240455273
2,1610612739,2010-11,0.9214436456796514,-1.5660637817139629,-1.6966103543398963
3,1610612740,2010-11,-0.2772963513707126,-0.2156478202092798,0.3861687746818429
4,1610612741,2010-11,-0.6946714110724587,0.31823755992047986,1.6206427265336332
5,1610612742,2010-11,1.8909149568344172,0.977743029492533,1.2344739518517907
6,1610612743,2010-11,1.2344749404559605,1.5744384543434418,0.6963699215574206
7,1610612744,2010-11,-1.3547063892054523,0.31823755992047986,-0.38616877468184185
8,1610612745,2010-11,0.28082146102115774,1.103363118934831,0.15193525561252857
9,1610612746,2010-11,-0.7820289817077075,-0.8437482674207607,-0.69636992155742
10,1610612747,2010-11,-0.5515020591980226,1.0719580965742588,1.2344739518517907
11,1610612748,2010-11,-1.806053837487573,1.5116284096222927,1.3104415796580549
12,1610612749,2010-11,-0.010370441096339751,-1.7230888935168331,-0.46213640248810595
13,1610612750,2010-11,0.6994847153516129,-1.06358342394478,-1.8548762456029464
14,1610612751,2010-11,0.050953614833136915,-1.3462286251899436,-1.3104415796580544
15,1610612752,2010-11,-0.8160013702880824,1.1975781860165522,0.07596762780626445
16,1610612753,2010-11,-0.7456299939430202,0.38104760464162885,0.8483051771699488
17,1610612754,2010-11,0.5162015818994674,-0.812343245060184,-0.3102011468755777
18,1610612755,2010-11,1.6403461225431881,-0.15283777548813082,3.514208729861192e-16
19,1610612756,2010-11,1.8459779349027041,0.7893128953290905,-0.07596762780626376
20,1610612757,2010-11,-1.2794818144917652,0.3496425822810521,0.5381040302943704
21,1610612758,2010-11,0.5987059541660915,-1.2206085357476502,-1.3104415796580544
22,1610612759,2010-11,1.0888183244176035,1.5430334319828694,1.5446750987273692
23,1610612760,2010-11,-0.14868659460215097,1.2917932530982734,1.0825386962392631
24,1610612761,2010-11,0.2229126187584906,-0.37267293201215,-1.4687074709211043
25,1610612762,2010-11,-1.1920643278272742,0.12980742575703735,-0.15193525561252785
26,1610612763,2010-11,-0.7213640020998956,-0.027217686045832863,0.3861687746818429
27,1610612764,2010-11,-0.682538415150896,-1.5346587593533907,-1.3927398431148401
28,1610612765,2010-11,1.586331822181269,0.03559235867531166,-0.8483051771699481
29,1610612766,2010-11,-0.6491651868629444,-1.1577984910265011,-0.53810403029437
30,1610612737,2011-12,-0.3258428394401865,0.17719217832851056,0.6911694254636114
31,1610612738,2011-12,-1.6860951773328146,-0.9108299693027075,0.5934546150776152
32,1610612739,2011-12,0.13767696115232098,-1.1595207459041323,-1.1849549339475123
33,1610612740,2011-12,-0.28721618939081117,-1.0973480517537761,-1.1849549339475123
34,1610612741,2011-12,-0.40309613953893786,0.8300054669072396,1.6813461707083712
35,1610612742,2011-12,1.7986229132754727,-0.2580166807239785,0.2937958632272279
36,1610612743,2011-12,1.920445424969658,1.451732408410793,0.49573980469161916
37,1610612744,2011-12,0.18818873429381222,0.3947966078547506,-0.9895253131755204
38,1610612745,2011-12,-0.04357116600244187,0.27045121955404267,0.09836624245523566
39,1610612746,2011-12,-1.2516482163040976,1.0476098964334841,0.6911694254636114
40,1610612747,2011-12,-2.0670133724351185,0.4569693020051068,0.7888842358496075
41,1610612748,2011-12,-1.4044177600496752,0.7678327727568834,1.2839726084719871
42,1610612749,2011-12,0.39617838840583514,0.17719217832851056,-0.19477818870275268
43,1610612750,2011-12,0.5404454979393604,-0.10258494534809016,-0.6898665613251322
44,1610612751,2011-12,0.15253336501746587,-0.6621391927012872,-1.0872401235615161
45,1610612752,2011-12,-0.35852692794350455,-0.13367129242326606,0.2937958632272279
46,1610612753,2011-12,-1.4816710601484264,0.17719217832851056,0.39802499430562377
47,1610612754,2011-12,-0.17156479930214777,0.5191419961554631,0.8865990462356036
48,1610612755,2011-12,1.7689101055451844,-0.040412251197733964,0.19608105284123178
49,1610612756,2011-12,0.7527320811693015,0.5191419961554631,0.0006514320692395402
50,1610612757,2011-12,0.03962469564236745,0.30153756662921855,-0.4944369405531404
51,1610612758,2011-12,-0.628913478289134,-0.2580166807239785,-1.0872401235615161
52,1610612759,2011-12,2.015754969766047,2.073459349914346,1.6813461707083712
53,1610612760,2011-12,-0.025743481364267996,1.6382504908618571,1.3816874188579833
54,1610612761,2011-12,0.47343168850458583,-1.03517535760342,-0.9895253131755204
55,1610612762,2011-12,0.5387998655112219,0.5813146903058193,0.2937958632272279
56,1610612763,2011-12,-0.20475171993628574,-0.2580166807239785,0.7888842358496075
57,1610612764,2011-12,0.2297866651162165,-1.2527797871296644,-1.2826697443335084
58,1610612765,2011-12,-0.6497124437003361,-1.2527797871296644,-0.7875813717111284
59,1610612766,2011-12,0.03665341486933847,-2.962528876264436,-2.5659909207362563
60,1610612737,2012-13,-0.46868304149748624,-0.11871794120216504,0.2418211290831417
61,1610612738,2012-13,0.13020841195094224,-0.585804922981178,0.03866516698077401
62,1610612739,2012-13,-0.4009900367746316,-0.6733837320647417,-1.357212895206461
63,1610612740,2012-13,0.37631239676710937,-0.11871794120216504,-1.1212898424424211
64,1610612741,2012-13,-0.9798819392321445,-0.7901554775094918,0.320462146671155
65,1610612742,2012-13,1.690490385007351,0.14401848604852585,-0.0006553418132326439
66,1610612743,2012-13,1.628388032866972,1.311735940496052,1.277261193991982
67,1610612744,2012-13,-0.3494926338628647,0.31917610421565723,0.47774418184718087
68,1610612745,2012-13,-0.30995461663010315,1.0489995132453611,0.320462146671155
69,1610612746,2012-13,1.3731776242566702,1.3409288768572427,1.1986201764039695
70,1610612747,2012-13,-1.2926703058825755,0.7278772132722889,0.320462146671155
71,1610612748,2012-13,-0.863169862123775,2.099945222248133,1.9981371885487706
72,1610612749,2012-13,0.19424155647805386,-0.644190795703551,-0.24313181270960663
73,1610612750,2012-13,0.22473078551031356,-0.8777342865930595,-0.8001723539580339
74,1610612751,2012-13,-0.47335152458182084,0.5527195951051617,0.641579635155542
75,1610612752,2012-13,1.3987101922364271,1.6036653041079336,1.041338141227943
76,1610612753,2012-13,-0.7417893019310708,-1.228049522927314,-1.6783303836908483
77,1610612754,2012-13,-1.3018055474735264,-0.43984024117523723,0.687453562081883
78,1610612755,2012-13,-0.923860142220127,-1.0528919047601868,-0.5576958830616598
79,1610612756,2012-13,0.507029923128484,-1.432400077455632,-1.2785718776184478
80,1610612757,2012-13,-2.7562397528215294,-0.11871794120216504,-0.6428903187820072
81,1610612758,2012-13,0.6926165346291993,-0.031139132118601417,-1.042648824854408
82,1610612759,2012-13,0.9738205959683285,0.8154560223558567,1.3559022115799955
83,1610612760,2012-13,-0.5970663263166923,2.0707522858869463,1.5197376648883565
84,1610612761,2012-13,0.18957307339371787,-0.06033206847978791,-0.5576958830616598
85,1610612762,2012-13,0.8367631543072404,0.14401848604852585,0.15662669336279397
86,1610612763,2012-13,-1.0111492487784612,-0.4106473048140466,1.1986201764039695
87,1610612764,2012-13,0.6564213818271972,-1.5491718229003861,-0.9574543891340604
88,1610612765,2012-13,0.7871389081885706,-0.644190795703551,-0.9574543891340604
89,1610612766,2012-13,0.810481323610245,-1.4032071410944456,-1.599689366102835
90,1610612737,2013-14,0.09402591929599884,-0.18022841084258395,-0.23905993543504278
91,1610612738,2013-14,-0.407309492020801,-1.2794236637835885,-1.2589916131687127
92,1610612739,2013-14,0.5122253076306151,-0.8040959868361292,-0.6328310262056368
93,1610612740,2013-14,0.5773531909544801,0.20597532667722734,-0.5489125970250187
94,1610612741,2013-14,-0.5499128086587761,-1.2794236637835885,0.5484822461061448
95,1610612742,2013-14,0.7112479081031129,1.4834184584735282,0.6324006752867632
96,1610612743,2013-14,1.3385469906050382,-0.2099363906518028,-0.39398626623003075
97,1610612744,2013-14,-0.8607787082872527,0.38422320553252354,0.7873270060817512
98,1610612745,2013-14,-0.9565110983879483,1.3645865392366612,1.0261717660573577
99,1610612746,2013-14,-0.5483888037481417,1.6022503777103951,1.2585612622498388
100,1610612747,2013-14,2.14073341213757,-0.6258481079808287,-1.1040652823737247
101,1610612748,2013-14,-0.3821167577837761,1.4834184584735282,1.0261717660573577
102,1610612749,2013-14,0.6255926116972277,-1.130883764737507,-2.0465337947099007
103,1610612750,2013-14,-0.9489532781168404,0.47334714496017166,-0.0776783408569307
104,1610612751,2013-14,1.3335084437576334,0.11685138724957923,0.23862958451616967
105,1610612752,2013-14,0.06883318505897316,0.4139311853417424,-0.31652310083253676
106,1610612753,2013-14,-0.2668211209730942,-1.3982555830204555,-1.4203732077468247
107,1610612754,2013-14,-1.1782071596737687,-0.7446800272176957,1.1810980968523455
108,1610612755,2013-14,-0.5703158131766632,-2.1409550782508635,-1.7302258693368007
109,1610612756,2013-14,1.4242022870109234,0.9189668420984164,0.5484822461061448
110,1610612757,2013-14,-1.5283861655684174,1.275462599809013,1.0261717660573577
111,1610612758,2013-14,-0.5091067996230028,-0.3287683098886655,-1.0266021169762307
112,1610612759,2013-14,2.6939160925569867,1.2457546199997984,1.6523323530204332
113,1610612760,2013-14,0.03356335712713783,1.2160466401905796,1.4199428568279513
114,1610612761,2013-14,-1.2033998939107942,0.5327631045786051,0.5484822461061448
115,1610612762,2013-14,0.04112117739824582,-1.0120518455006442,-1.2589916131687127
116,1610612763,2013-14,0.16708484858337122,-0.2099363906518028,0.7098638406842572
117,1610612764,2013-14,-1.2311119015715215,-0.2099363906518028,0.23862958451616967
118,1610612765,2013-14,-0.21836398524311296,-0.3287683098886655,-0.9426836877956126
119,1610612766,2013-14,-0.4022709451733962,-0.8338039666453437,0.1547111553355512
120,1610612737,2014-15,-0.2991862749784238,0.8667656823747644,1.4373630197963734
121,1610612738,2014-15,1.7254472999969679,-0.3546682124122229,-0.07456359392822116
122,1610612739,2014-15,-2.048341305406307,1.2739103139704266,0.9044708526639345
123,1610612740,2014-15,-0.3687245483593494,0.6496218788570784,0.30341805950292783
124,1610612741,2014-15,-0.2991862749784238,0.4596210507791019,0.6813997129340761
125,1610612742,2014-15,0.5513202994498119,1.1381954367718725,0.6813997129340761
126,1610612743,2014-15,0.4630601832355602,-0.3818111878519361,-0.8305269007905184
127,1610612744,2014-15,0.5941130830688427,1.8167698227646434,1.9640587663807605
128,1610612745,2014-15,-0.791303286597278,0.3239061735805478,1.1337384129418446
129,1610612746,2014-15,-0.695019523454459,1.8439127982043526,1.1337384129418446
130,1610612747,2014-15,1.3135667576637975,-0.5989549913696219,-1.512133161076196
131,1610612748,2014-15,-1.5294788040255587,-0.40895416329164536,-0.3038311542061309
132,1610612749,2014-15,0.8304309475452339,-0.6803839176887536,-0.00020654735160169783
133,1610612750,2014-15,-0.8528179130496348,-0.8703847457667302,-1.8901148145073448
134,1610612751,2014-15,0.40422010575939343,-0.3003822615328005,-0.2294741076295114
135,1610612752,2014-15,0.5753912402355166,-1.6032450826389233,-1.8157577679307257
136,1610612753,2014-15,-1.5401769999303168,-0.9246706966461526,-1.2085085542216671
137,1610612754,2014-15,1.5810216552827394,-0.5989549913696219,-0.2294741076295114
138,1610612755,2014-15,0.7464963364653143,-2.7161070756670656,-1.7352043008060547
139,1610612756,2014-15,1.0942537416162648,-0.028952507135692217,-0.14892064050484063
140,1610612757,2014-15,-1.3690058654541937,0.6767648542967878,0.7557567595106955
141,1610612758,2014-15,-0.8969974998415048,-0.13752440889453707,-0.9048839473671378
142,1610612759,2014-15,1.634578673052853,0.8667656823747644,1.059381366365225
143,1610612760,2014-15,0.10734516940236796,0.4053350998996795,0.30341805950292783
144,1610612761,2014-15,1.0996028395686435,1.3824822157292678,0.6070426663574566
145,1610612762,2014-15,-0.9836396790207765,-0.13752440889453707,-0.2294741076295114
146,1610612763,2014-15,-0.5024519971688205,0.025333443743726352,1.059381366365225
147,1610612764,2014-15,-0.026382279407103082,-0.3275252369725136,0.3777751060795473
148,1610612765,2014-15,-0.221624354668931,-0.1918103597739595,-0.6818128076372795
149,1610612766,2014-15,-0.29651172600223524,-1.4675302054403692,-0.60745576106066
150,1610612737,2015-16,-0.7162699699023136,-0.28425147782317906,0.5111758982456007
151,1610612738,2015-16,1.3729767037413734,-0.0020900843957567697,0.5111758982456007
152,1610612739,2015-16,-1.24369349689872,1.314663084932202,1.1719203025583635
153,1610612740,2015-16,1.3262934069533512,-0.22154894595041807,-0.8043061430679904
154,1610612741,2015-16,-0.38285651110321783,-0.5664128712506014,0.07268188447440391
155,1610612742,2015-16,0.9074968748984803,0.28007130903166105,0.07268188447440391
156,1610612743,2015-16,0.33075894743034623,-0.37830527563231836,-0.5880625198383588
157,1610612744,2015-16,0.3445910353675378,2.6941187861329263,2.3432399283855343
158,1610612745,2015-16,-1.430727381614663,0.4995301705863224,0.0006006767311933545
159,1610612746,2015-16,-0.4909723201862038,0.8130428299501229,0.8775887042735877
160,1610612747,2015-16,0.5096739979222854,-1.6637071790239033,-1.7593821456655296
161,1610612748,2015-16,-1.4571135928426762,0.09196371341338251,0.5111758982456007
162,1610612749,2015-16,-0.36986637634481156,-0.5350616053142186,-0.5880625198383588
163,1610612750,2015-16,1.912879179637638,0.12331497934976078,-0.876387350811201
164,1610612751,2015-16,-0.5024740020035428,-0.9426280624871585,-1.4650505473807531
165,1610612752,2015-16,0.545457008020673,-0.5977641371869796,-0.6601437275815694
166,1610612753,2015-16,0.3012905861728501,-0.40965654156870107,-0.4378933370400038
167,1610612754,2015-16,-0.7670126838023387,-0.4723590734414576,0.29493227501596975
168,1610612755,2015-16,0.11498470608518072,-2.2907324977515047,-2.269957367179937
169,1610612756,2015-16,1.253900468455983,-1.4128970515328594,-1.320888131894332
170,1610612757,2015-16,-1.1925749110438801,0.6876377662046009,0.22285106727275922
171,1610612758,2015-16,1.6393947453142446,-0.19019768001403978,-0.5880625198383588
172,1610612759,2015-16,-0.0654100929446624,1.4087168827413459,1.9047459146143366
173,1610612760,2015-16,0.4329961191400261,1.8789858717870467,1.027757887071943
174,1610612761,2015-16,-1.499286426172919,0.9697991596320232,1.0998390948151535
175,1610612762,2015-16,0.5004726524684148,-0.2529002118868008,-0.07148053101201719
176,1610612763,2015-16,-0.0559381196833239,-0.40965654156870107,0.07268188447440391
177,1610612764,2015-16,-0.25929558643694806,-0.3156027437595573,0.0006006767311933545
178,1610612765,2015-16,-2.010472284721317,-0.19019768001403978,0.22285106727275922
179,1610612766,2015-16,0.950797324093168,0.37412510684080036,0.5111758982456007
